transaction_id,account_code,dept_code,month,actual_amount,description
633,6301,HP,9/1/25,2444,
634,6301,HP,10/1/25,2573,
635,6301,HP,11/1/25,3919,
636,6301,HP,12/1/25,3741,
637,6302,HP,1/1/25,2188,
638,6302,HP,2/1/25,2115,
639,6302,HP,3/1/25,2263,
640,6302,HP,4/1/25,2045,
641,6302,HP,5/1/25,3145,
642,6302,HP,6/1/25,2278,
643,6302,HP,7/1/25,2078,
644,6302,HP,8/1/25,2100,
645,6302,HP,9/1/25,1943,
646,6302,HP,10/1/25,1960,
647,6302,HP,11/1/25,3918,
648,6302,HP,12/1/25,3346,
649,6401,HP,1/1/25,2801,
650,6401,HP,2/1/25,2741,
651,6401,HP,3/1/25,3044,
652,6401,HP,4/1/25,2973,
653,6401,HP,5/1/25,3920,
654,6401,HP,6/1/25,2893,
655,6401,HP,7/1/25,2830,
656,6401,HP,8/1/25,2741,
657,6401,HP,9/1/25,2696,
658,6401,HP,10/1/25,2720,
659,6401,HP,11/1/25,3236,
660,6401,HP,12/1/25,3182,
661,6402,HP,1/1/25,1560,
662,6402,HP,2/1/25,1549,
663,6402,HP,3/1/25,1766,
664,6402,HP,4/1/25,1663,
665,6402,HP,5/1/25,2559,
666,6402,HP,6/1/25,1675,
667,6402,HP,7/1/25,1498,
668,6402,HP,8/1/25,1587,
669,6402,HP,9/1/25,1598,
670,6402,HP,10/1/25,1587,
671,6402,HP,11/1/25,2805,
672,6402,HP,12/1/25,2807,
673,6403,HP,1/1/25,651,
674,6403,HP,2/1/25,666,
675,6403,HP,3/1/25,686,
676,6403,HP,4/1/25,678,
677,6403,HP,5/1/25,1623,
678,6403,HP,6/1/25,641,
679,6403,HP,7/1/25,613,
680,6403,HP,8/1/25,596,
681,6403,HP,9/1/25,629,
682,6403,HP,10/1/25,609,
683,6403,HP,11/1/25,1672,
684,6403,HP,12/1/25,1659,
685,6404,HP,1/1/25,1221,
686,6404,HP,2/1/25,1323,
687,6404,HP,3/1/25,1325,
688,6404,HP,4/1/25,1307,
689,6404,HP,5/1/25,1292,
690,6404,HP,6/1/25,1349,
691,6404,HP,7/1/25,1201,
692,6404,HP,8/1/25,1236,
693,6404,HP,9/1/25,1252,
694,6404,HP,10/1/25,1271,
695,6404,HP,11/1/25,1423,
696,6404,HP,12/1/25,1409,
697,6501,HP,1/1/25,1485,
698,6501,HP,2/1/25,1504,
699,6501,HP,3/1/25,1448,
700,6501,HP,4/1/25,1430,
701,6501,HP,5/1/25,1489,
702,6501,HP,6/1/25,1553,
703,6501,HP,7/1/25,1419,
704,6501,HP,8/1/25,1374,
705,6501,HP,9/1/25,1406,
706,6501,HP,10/1/25,1385,
707,6501,HP,11/1/25,1405,
708,6501,HP,12/1/25,1423,
709,4000,HW,1/1/25,695639,
710,4000,HW,2/1/25,978553,February sales exceeded budget on strong flu-season demand for immune-support supplements
711,4000,HW,3/1/25,786521,
712,4000,HW,4/1/25,1001141,April sales exceeded budget as wellness and supplement demand continued to grow
713,4000,HW,5/1/25,1285340,
714,4000,HW,6/1/25,613463,
715,4000,HW,7/1/25,615004,
716,4000,HW,8/1/25,851508,August sales exceeded budget as wellness product demand remained strong through the summer
717,4000,HW,9/1/25,923740,September sales exceeded budget on strong back-to-school demand for vitamin and supplement products
718,4000,HW,10/1/25,705902,
719,4000,HW,11/1/25,1408151,"November sales exceeded a conservatively set budget, driven by growing demand for wellness and supplement products"
720,4000,HW,12/1/25,1333646,
721,5000,HW,1/1/25,431429,
722,5000,HW,2/1/25,587442,COGS increased in line with the February sales outperformance
723,5000,HW,3/1/25,483520,
724,5000,HW,4/1/25,650835,COGS increased in line with the April sales outperformance
725,5000,HW,5/1/25,797357,
726,5000,HW,6/1/25,398804,
727,5000,HW,7/1/25,405712,
728,5000,HW,8/1/25,547981,COGS increased in line with the August sales outperformance
729,5000,HW,9/1/25,568673,COGS increased in line with the September sales outperformance
730,5000,HW,10/1/25,446675,
731,5000,HW,11/1/25,884339,COGS increased in line with the November sales outperformance
732,5000,HW,12/1/25,839872,
733,6101,HW,1/1/25,48066,
734,6101,HW,2/1/25,50294,
735,6101,HW,3/1/25,49402,
736,6101,HW,4/1/25,48919,
737,6101,HW,5/1/25,49787,
738,6101,HW,6/1/25,50446,
739,6101,HW,7/1/25,45968,
740,6101,HW,8/1/25,44837,
741,6101,HW,9/1/25,43996,
742,6101,HW,10/1/25,52255,
743,6101,HW,11/1/25,46640,
744,6101,HW,12/1/25,46766,
745,6102,HW,1/1/25,8254,
746,6102,HW,2/1/25,8820,
747,6102,HW,3/1/25,9036,
748,6102,HW,4/1/25,8990,
749,6102,HW,5/1/25,9016,
750,6102,HW,6/1/25,9093,
751,6102,HW,7/1/25,7992,
752,6102,HW,8/1/25,7893,
753,6102,HW,9/1/25,8453,
754,6102,HW,10/1/25,8321,
755,6102,HW,11/1/25,8593,
756,6102,HW,12/1/25,8281,
757,6103,HW,1/1/25,5385,
758,6103,HW,2/1/25,5360,
759,6103,HW,3/1/25,5620,
760,6103,HW,4/1/25,5391,
761,6103,HW,5/1/25,5671,
762,6103,HW,6/1/25,5688,
763,6103,HW,7/1/25,5142,
764,6103,HW,8/1/25,5027,
765,6103,HW,9/1/25,5168,
766,6103,HW,10/1/25,4993,
767,6103,HW,11/1/25,4971,
768,6103,HW,12/1/25,5513,
769,6104,HW,1/1/25,11081,
770,6104,HW,2/1/25,11056,
771,6104,HW,3/1/25,10382,
772,6104,HW,4/1/25,10443,
773,6104,HW,5/1/25,10872,
774,6104,HW,6/1/25,10545,
775,6104,HW,7/1/25,10572,
776,6104,HW,8/1/25,10409,
777,6104,HW,9/1/25,10674,
778,6104,HW,10/1/25,10826,
779,6104,HW,11/1/25,10198,
780,6104,HW,12/1/25,10593,
781,6105,HW,1/1/25,22346,
782,6105,HW,2/1/25,24554,
783,6105,HW,3/1/25,24020,
784,6105,HW,4/1/25,24599,
785,6105,HW,5/1/25,23056,
786,6105,HW,6/1/25,25099,
787,6105,HW,7/1/25,22433,Sales incentive payout came in below budget as July promotional performance fell short of target
788,6105,HW,8/1/25,22904,Sales incentive payout came in below budget as August promotional performance fell short of target
789,6105,HW,9/1/25,21702,Sales incentive payout came in below budget as September promotional performance fell short of target
790,6105,HW,10/1/25,21800,Sales incentive payout came in below budget as October promotional performance fell short of target
791,6105,HW,11/1/25,23420,
792,6105,HW,12/1/25,22993,
793,6209,HW,1/1/25,14582,
794,6209,HW,2/1/25,14539,
795,6209,HW,3/1/25,14837,
796,6209,HW,4/1/25,13892,
797,6209,HW,5/1/25,15283,"A planned May product launch event was postponed to Q3, reducing travel spend originally budgeted for the launch"
798,6209,HW,6/1/25,14215,"The postponed May launch activities shifted into June, driving travel spend above the original June budget"
799,6209,HW,7/1/25,14170,
800,6209,HW,8/1/25,13747,
801,6209,HW,9/1/25,14091,
802,6209,HW,10/1/25,13271,
803,6209,HW,11/1/25,15764,"Despite strong November sales, travel spend came in below budget as planned supplier visits were consolidated into fewer trips"
804,6209,HW,12/1/25,15449,Travel spend remained below budget as December supplier visits were consolidated with the November trip
805,6301,HW,1/1/25,14582,
806,6301,HW,2/1/25,14539,
807,6301,HW,3/1/25,14837,
808,6301,HW,4/1/25,13892,
809,6301,HW,5/1/25,15283,Warehouse costs came in below budget as inventory tied to the postponed May launch had not yet arrived
810,6301,HW,6/1/25,14215,Warehouse activity increased above budget as inventory for the rescheduled launch arrived in June
811,6301,HW,7/1/25,14170,
812,6301,HW,8/1/25,13747,
813,6301,HW,9/1/25,14091,
814,6301,HW,10/1/25,13271,
815,6301,HW,11/1/25,15764,Warehouse costs came in below budget as the November sales growth was fulfilled from existing inventory without additional storage
816,6301,HW,12/1/25,15449,"Warehouse costs remained below budget, continuing the efficient inventory turnover seen in November"
817,6302,HW,1/1/25,11306,
818,6302,HW,2/1/25,11457,
819,6302,HW,3/1/25,12093,
820,6302,HW,4/1/25,11784,
821,6302,HW,5/1/25,11927,Outbound shipping costs came in below budget due to the inventory delay behind the postponed May launch
822,6302,HW,6/1/25,12629,Outbound shipping costs exceeded budget as the rescheduled June launch drove higher volume
823,6302,HW,7/1/25,10857,
824,6302,HW,8/1/25,11716,
825,6302,HW,9/1/25,10859,
826,6302,HW,10/1/25,11374,
827,6302,HW,11/1/25,12768,"Outbound shipping costs came in below budget after consolidating November deliveries into fewer, larger shipments"
828,6302,HW,12/1/25,13164,Outbound shipping costs remained below budget as December deliveries continued to be consolidated
829,6401,HW,1/1/25,15952,
830,6401,HW,2/1/25,15134,
831,6401,HW,3/1/25,16501,
832,6401,HW,4/1/25,16090,
833,6401,HW,5/1/25,17022,Advertising spend originally planned around the May launch was held back after the launch was postponed
834,6401,HW,6/1/25,16632,Advertising spend exceeded budget as the campaign originally planned for May shifted into June
835,6401,HW,7/1/25,14484,
836,6401,HW,8/1/25,14537,
837,6401,HW,9/1/25,15348,
838,6401,HW,10/1/25,15558,
839,6401,HW,11/1/25,16915,Advertising spend came in below budget as the November sales growth was driven by organic demand rather than the planned paid campaign
840,6401,HW,12/1/25,16763,Advertising spend remained below budget as December sales continued to be driven by organic demand
841,6402,HW,1/1/25,8680,
842,6402,HW,2/1/25,8586,
843,6402,HW,3/1/25,9796,
844,6402,HW,4/1/25,8653,
845,6402,HW,5/1/25,8636,The trade show activation planned to support the May launch was postponed along with the launch itself
846,6402,HW,6/1/25,8708,
847,6402,HW,7/1/25,8110,
848,6402,HW,8/1/25,8205,
849,6402,HW,9/1/25,8435,
850,6402,HW,10/1/25,8714,
851,6402,HW,11/1/25,9930,
852,6402,HW,12/1/25,9238,
853,6403,HW,1/1/25,3424,
854,6403,HW,2/1/25,3624,
855,6403,HW,3/1/25,3890,
856,6403,HW,4/1/25,3532,
857,6403,HW,5/1/25,3534,
858,6403,HW,6/1/25,3810,
859,6403,HW,7/1/25,3453,
860,6403,HW,8/1/25,3466,
861,6403,HW,9/1/25,3246,
862,6403,HW,10/1/25,3270,
863,6403,HW,11/1/25,3635,
864,6403,HW,12/1/25,3992,
865,6404,HW,1/1/25,6727,
866,6404,HW,2/1/25,6787,
867,6404,HW,3/1/25,7481,
868,6404,HW,4/1/25,7330,
869,6404,HW,5/1/25,7195,Content production originally scheduled for the May launch was postponed along with the launch date
870,6404,HW,6/1/25,7093,
871,6404,HW,7/1/25,6733,
872,6404,HW,8/1/25,6634,
873,6404,HW,9/1/25,7131,
874,6404,HW,10/1/25,7121,
875,6404,HW,11/1/25,7974,
876,6404,HW,12/1/25,7482,
877,6501,HW,1/1/25,7932,
878,6501,HW,2/1/25,8417,
879,6501,HW,3/1/25,8619,
880,6501,HW,4/1/25,10807,
881,6501,HW,5/1/25,8045,PB product development testing tied to the May launch was postponed to Q3 along with the launch
882,6501,HW,6/1/25,8519,
883,6501,HW,7/1/25,8122,
884,6501,HW,8/1/25,7882,
885,6501,HW,9/1/25,8218,
886,6501,HW,10/1/25,7840,
887,6501,HW,11/1/25,8296,
888,6501,HW,12/1/25,8024,
